run_id,domain,variant,observation_protocol,repeat_index,seed,source_commit,raw_terminal_status,infrastructure_failure,causal_category,cp_terminal_kind,cp_terminal_stage,cp_terminal_summary,observation_success,object_estimation_success,initial_state_success,goal_state_success,pddl_valid,fd_invoked,symbolic_plan_found,symbolic_plan_nonempty,val_plan_valid,identity_attempted,identity_success,refinement_attempted,refinement_success,execution_projection_available,execution_attempted,execution_success,generated_goal_evaluated,hidden_benchmark_evaluated,first_plan_attempt_index,first_nonempty_plan_attempt_index,number_of_symbolic_plans_generated,number_of_nonempty_symbolic_plans,number_of_val_valid_plans,best_symbolic_plan_length,final_selected_plan_length,actual_task_success,ground_truth_feasible,raw_predicted_infeasible,generated_goal_satisfied,generated_goal_atoms_passed,generated_goal_atoms_total,generated_goal_atom_coverage,benchmark_requirements_passed,benchmark_requirements_total,benchmark_requirement_coverage,fm_calls,object_calls,init_calls,goal_calls,cp_calls,inspections,controller_actions,end_to_end_seconds,fm_latency_seconds,symbolic_planning_seconds,refinement_seconds,execution_seconds
workshop__F2_MANUAL_FIRST_TWO_REGIONS__fixed_full_inspection__r01,workshop,F2_MANUAL_FIRST_TWO_REGIONS,fixed_full_inspection,1,240246,4532495142b7a365d8bdba43f1776ab798818a28,IDENTITY_FAILURE,False,UNRESOLVED_IDENTITY_FAILURE,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,0,0,2,2,2,2,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,3,0,24.095978348000017,21.182616439000412,0.15986878800003979,,0.0
workshop__F2_MANUAL_FIRST_TWO_REGIONS__fixed_full_inspection__r02,workshop,F2_MANUAL_FIRST_TWO_REGIONS,fixed_full_inspection,2,240247,4532495142b7a365d8bdba43f1776ab798818a28,IDENTITY_FAILURE,False,UNRESOLVED_IDENTITY_FAILURE,ENTITY_RESOLUTION,ENTITY_RESOLUTION,no class-compatible visible entity is close enough to 'driver_1',True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,0,0,4,4,4,5,,False,True,True,,0,0,,1,6,0.16666666666666666,7,1,2,1,3,3,0,18.502652211000168,15.52158596600043,0.12387432299988177,,0.0
workshop__F2_MANUAL_FIRST_TWO_REGIONS__fixed_full_inspection__r03,workshop,F2_MANUAL_FIRST_TWO_REGIONS,fixed_full_inspection,3,240248,4532495142b7a365d8bdba43f1776ab798818a28,IDENTITY_FAILURE,False,UNRESOLVED_IDENTITY_FAILURE,ENTITY_RESOLUTION,ENTITY_RESOLUTION,no class-compatible visible entity is close enough to 'driver_1',True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,0,0,4,4,4,5,,False,True,True,,0,0,,1,6,0.16666666666666666,7,1,2,1,3,3,0,17.418451670999957,14.250392396000507,0.1602902809997886,,0.0
workshop__F2_MANUAL_FIRST_TWO_REGIONS__fixed_full_inspection__r04,workshop,F2_MANUAL_FIRST_TWO_REGIONS,fixed_full_inspection,4,240249,4532495142b7a365d8bdba43f1776ab798818a28,IDENTITY_FAILURE,False,UNRESOLVED_IDENTITY_FAILURE,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,0,0,2,2,2,2,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,3,0,26.33627959499995,23.343673264000245,0.16006619800009503,,0.0
workshop__F2_MANUAL_FIRST_TWO_REGIONS__initial_observation_only__r00,workshop,F2_MANUAL_FIRST_TWO_REGIONS,initial_observation_only,0,240240,4532495142b7a365d8bdba43f1776ab798818a28,REFINEMENT_FAILURE,False,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,COLLISION,environment collision google:link_finger_tip_right [unnamed robot geom] / workbench [workbench_top_col] (-0.7 cm signed distance),True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,1,1,3,3,3,2,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,0,0,18.768975228000045,10.122098803999734,0.12376449099997444,,0.0
workshop__F2_MANUAL_FIRST_TWO_REGIONS__initial_observation_only__r01,workshop,F2_MANUAL_FIRST_TWO_REGIONS,initial_observation_only,1,240241,4532495142b7a365d8bdba43f1776ab798818a28,REFINEMENT_FAILURE,False,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,COLLISION,environment collision google:link_finger_tip_right [unnamed robot geom] / workbench [workbench_top_col] (-0.7 cm signed distance),True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,1,1,3,3,3,2,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,0,0,21.19580294100001,12.629407606000086,0.12513820100002704,,0.0
workshop__F2_MANUAL_FIRST_TWO_REGIONS__initial_observation_only__r02,workshop,F2_MANUAL_FIRST_TWO_REGIONS,initial_observation_only,2,240242,4532495142b7a365d8bdba43f1776ab798818a28,REFINEMENT_FAILURE,False,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,COLLISION,environment collision google:link_finger_tip_right [unnamed robot geom] / workbench [workbench_top_col] (-0.7 cm signed distance),True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,1,1,3,3,3,2,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,0,0,17.822893142999874,9.149301779000098,0.12315716200009774,,0.0
workshop__F2_MANUAL_FIRST_TWO_REGIONS__initial_observation_only__r03,workshop,F2_MANUAL_FIRST_TWO_REGIONS,initial_observation_only,3,240243,4532495142b7a365d8bdba43f1776ab798818a28,REFINEMENT_FAILURE,False,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,COLLISION,environment collision google:link_finger_tip_right [unnamed robot geom] / workbench [workbench_top_col] (-0.7 cm signed distance),True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,1,1,3,3,3,2,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,0,0,18.56817625000008,9.863491159999512,0.12743320200002017,,0.0
workshop__F2_MANUAL_FIRST_TWO_REGIONS__initial_observation_only__r04,workshop,F2_MANUAL_FIRST_TWO_REGIONS,initial_observation_only,4,240244,4532495142b7a365d8bdba43f1776ab798818a28,REFINEMENT_FAILURE,False,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,COLLISION,environment collision google:link_finger_tip_right [unnamed robot geom] / workbench [workbench_top_col] (-0.7 cm signed distance),True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,1,1,3,3,3,2,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,0,0,21.097593022999945,12.720825913999988,0.11455599400005667,,0.0
workshop__F3_POWER_FIRST_TWO_REGIONS__fixed_full_inspection__r00,workshop,F3_POWER_FIRST_TWO_REGIONS,fixed_full_inspection,0,240255,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,1,6,0.16666666666666666,7,1,1,2,3,3,0,26.195592256000054,23.52247176899982,,,0.0
workshop__F3_POWER_FIRST_TWO_REGIONS__fixed_full_inspection__r01,workshop,F3_POWER_FIRST_TWO_REGIONS,fixed_full_inspection,1,240256,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,1,6,0.16666666666666666,7,1,1,2,3,3,0,26.07579586299994,23.4145010670004,,,0.0
workshop__F3_POWER_FIRST_TWO_REGIONS__fixed_full_inspection__r02,workshop,F3_POWER_FIRST_TWO_REGIONS,fixed_full_inspection,2,240257,4532495142b7a365d8bdba43f1776ab798818a28,IDENTITY_FAILURE,False,UNRESOLVED_IDENTITY_FAILURE,ENTITY_RESOLUTION,ENTITY_RESOLUTION,no class-compatible visible entity is close enough to 'screw_1',True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,1,1,2,2,2,2,,False,True,True,,0,0,,1,6,0.16666666666666666,7,1,1,2,3,3,0,21.4498868820001,18.535716848999982,0.16101369300008628,,0.0
workshop__F3_POWER_FIRST_TWO_REGIONS__fixed_full_inspection__r03,workshop,F3_POWER_FIRST_TWO_REGIONS,fixed_full_inspection,3,240258,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,1,6,0.16666666666666666,7,1,1,2,3,3,0,25.08643386000017,22.60523116799982,,,0.0
workshop__F3_POWER_FIRST_TWO_REGIONS__fixed_full_inspection__r04,workshop,F3_POWER_FIRST_TWO_REGIONS,fixed_full_inspection,4,240259,4532495142b7a365d8bdba43f1776ab798818a28,IDENTITY_FAILURE,False,UNRESOLVED_IDENTITY_FAILURE,ENTITY_RESOLUTION,ENTITY_RESOLUTION,no class-compatible visible entity is close enough to 'screw_1',True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,1,1,2,2,2,2,,False,True,True,,0,0,,1,6,0.16666666666666666,7,1,1,2,3,3,0,19.313834744999895,16.417405703999975,0.1565839859999869,,0.0
workshop__F3_POWER_FIRST_TWO_REGIONS__initial_observation_only__r00,workshop,F3_POWER_FIRST_TWO_REGIONS,initial_observation_only,0,240250,4532495142b7a365d8bdba43f1776ab798818a28,REFINEMENT_FAILURE,False,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,COLLISION,environment collision google:link_finger_tip_right [unnamed robot geom] / workbench [workbench_top_col] (-0.7 cm signed distance),True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,1,1,3,3,3,2,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,0,0,18.079824985000187,9.929908478000243,0.15692432600008033,,0.0
workshop__F3_POWER_FIRST_TWO_REGIONS__initial_observation_only__r01,workshop,F3_POWER_FIRST_TWO_REGIONS,initial_observation_only,1,240251,4532495142b7a365d8bdba43f1776ab798818a28,REFINEMENT_FAILURE,False,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,COLLISION,environment collision google:link_finger_tip_right [unnamed robot geom] / workbench [workbench_top_col] (-0.7 cm signed distance),True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,1,1,3,3,3,2,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,0,0,17.43222614000001,8.958857232000355,0.12883715599991774,,0.0
workshop__F3_POWER_FIRST_TWO_REGIONS__initial_observation_only__r02,workshop,F3_POWER_FIRST_TWO_REGIONS,initial_observation_only,2,240252,4532495142b7a365d8bdba43f1776ab798818a28,REFINEMENT_FAILURE,False,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,COLLISION,environment collision google:link_finger_tip_right [unnamed robot geom] / workbench [workbench_top_col] (-0.7 cm signed distance),True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,1,1,3,3,3,2,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,0,0,20.15946742999995,11.750503785999854,0.1259912529999383,,0.0
workshop__F3_POWER_FIRST_TWO_REGIONS__initial_observation_only__r03,workshop,F3_POWER_FIRST_TWO_REGIONS,initial_observation_only,3,240253,4532495142b7a365d8bdba43f1776ab798818a28,REFINEMENT_FAILURE,False,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,COLLISION,environment collision google:link_finger_tip_right [unnamed robot geom] / workbench [workbench_top_col] (-0.7 cm signed distance),True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,1,1,3,3,3,2,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,0,0,21.662728920000063,13.473175938000168,0.1567225880000933,,0.0
workshop__F3_POWER_FIRST_TWO_REGIONS__initial_observation_only__r04,workshop,F3_POWER_FIRST_TWO_REGIONS,initial_observation_only,4,240254,4532495142b7a365d8bdba43f1776ab798818a28,REFINEMENT_FAILURE,False,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,COLLISION,environment collision google:link_finger_tip_right [unnamed robot geom] / workbench [workbench_top_col] (-0.7 cm signed distance),True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,1,1,3,3,3,2,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,0,0,22.40883272000019,13.829390206999733,0.1315690540000105,,0.0
workshop__F4_MANUAL_FIRST_THREE_REGIONS__fixed_full_inspection__r00,workshop,F4_MANUAL_FIRST_THREE_REGIONS,fixed_full_inspection,0,240265,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,3,0,15.00476334699988,12.531002787999796,,,0.0
workshop__F4_MANUAL_FIRST_THREE_REGIONS__fixed_full_inspection__r01,workshop,F4_MANUAL_FIRST_THREE_REGIONS,fixed_full_inspection,1,240266,4532495142b7a365d8bdba43f1776ab798818a28,IDENTITY_FAILURE,False,UNRESOLVED_IDENTITY_FAILURE,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,1,1,1,1,1,3,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,3,0,28.505491807,25.762162479999915,0.15658486500001345,,0.0
workshop__F4_MANUAL_FIRST_THREE_REGIONS__fixed_full_inspection__r02,workshop,F4_MANUAL_FIRST_THREE_REGIONS,fixed_full_inspection,2,240267,4532495142b7a365d8bdba43f1776ab798818a28,IDENTITY_FAILURE,False,UNRESOLVED_IDENTITY_FAILURE,ENTITY_RESOLUTION,ENTITY_RESOLUTION,no class-compatible visible entity is close enough to 'driver_1',True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,0,0,4,4,4,5,,False,True,True,,0,0,,1,6,0.16666666666666666,7,1,2,1,3,3,0,11.364214818000164,8.413766140000007,0.12201669199998832,,0.0
workshop__F4_MANUAL_FIRST_THREE_REGIONS__fixed_full_inspection__r03,workshop,F4_MANUAL_FIRST_THREE_REGIONS,fixed_full_inspection,3,240268,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,3,0,16.091475946999935,13.538723870999775,,,0.0
workshop__F4_MANUAL_FIRST_THREE_REGIONS__fixed_full_inspection__r04,workshop,F4_MANUAL_FIRST_THREE_REGIONS,fixed_full_inspection,4,240269,4532495142b7a365d8bdba43f1776ab798818a28,IDENTITY_FAILURE,False,UNRESOLVED_IDENTITY_FAILURE,ENTITY_RESOLUTION,ENTITY_RESOLUTION,no class-compatible visible entity is close enough to 'driver_1',True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,0,0,4,4,4,5,,False,True,True,,0,0,,1,6,0.16666666666666666,7,1,2,1,3,3,0,17.12203876600006,14.094427818000213,0.11888521900004889,,0.0
workshop__F4_MANUAL_FIRST_THREE_REGIONS__initial_observation_only__r00,workshop,F4_MANUAL_FIRST_THREE_REGIONS,initial_observation_only,0,240260,4532495142b7a365d8bdba43f1776ab798818a28,IDENTITY_FAILURE,False,UNRESOLVED_IDENTITY_FAILURE,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,1,1,2,2,2,2,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,0,0,13.200491823999982,11.878759220999655,0.12196545000006154,,0.0
workshop__F4_MANUAL_FIRST_THREE_REGIONS__initial_observation_only__r01,workshop,F4_MANUAL_FIRST_THREE_REGIONS,initial_observation_only,1,240261,4532495142b7a365d8bdba43f1776ab798818a28,IDENTITY_FAILURE,False,UNRESOLVED_IDENTITY_FAILURE,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,1,1,2,2,2,2,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,0,0,11.156143940999982,9.930042417000095,0.12330027799998788,,0.0
workshop__F4_MANUAL_FIRST_THREE_REGIONS__initial_observation_only__r02,workshop,F4_MANUAL_FIRST_THREE_REGIONS,initial_observation_only,2,240262,4532495142b7a365d8bdba43f1776ab798818a28,IDENTITY_FAILURE,False,UNRESOLVED_IDENTITY_FAILURE,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,1,1,2,2,2,2,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,0,0,12.677574096999933,11.432832690000396,0.11476769000000786,,0.0
workshop__F4_MANUAL_FIRST_THREE_REGIONS__initial_observation_only__r03,workshop,F4_MANUAL_FIRST_THREE_REGIONS,initial_observation_only,3,240263,4532495142b7a365d8bdba43f1776ab798818a28,IDENTITY_FAILURE,False,UNRESOLVED_IDENTITY_FAILURE,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,1,1,2,2,2,2,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,0,0,9.355420802000026,8.038858756000081,0.1361754250001468,,0.0
workshop__F4_MANUAL_FIRST_THREE_REGIONS__initial_observation_only__r04,workshop,F4_MANUAL_FIRST_THREE_REGIONS,initial_observation_only,4,240264,4532495142b7a365d8bdba43f1776ab798818a28,IDENTITY_FAILURE,False,UNRESOLVED_IDENTITY_FAILURE,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,1,1,2,2,2,2,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,0,0,12.881763472000102,11.517497761999948,0.16005539200000385,,0.0
workshop__F5_POWER_FIRST_THREE_REGIONS__fixed_full_inspection__r00,workshop,F5_POWER_FIRST_THREE_REGIONS,fixed_full_inspection,0,240275,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,3,0,19.79158913299989,17.17402324900013,,,0.0
workshop__F5_POWER_FIRST_THREE_REGIONS__fixed_full_inspection__r01,workshop,F5_POWER_FIRST_THREE_REGIONS,fixed_full_inspection,1,240276,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,3,0,18.349907082999835,15.868033575000254,,,0.0
workshop__F5_POWER_FIRST_THREE_REGIONS__fixed_full_inspection__r02,workshop,F5_POWER_FIRST_THREE_REGIONS,fixed_full_inspection,2,240277,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,3,0,18.097679698000093,15.678926526000623,,,0.0
workshop__F5_POWER_FIRST_THREE_REGIONS__fixed_full_inspection__r03,workshop,F5_POWER_FIRST_THREE_REGIONS,fixed_full_inspection,3,240278,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,3,0,19.30259848300011,16.840396462999706,,,0.0
workshop__F5_POWER_FIRST_THREE_REGIONS__fixed_full_inspection__r04,workshop,F5_POWER_FIRST_THREE_REGIONS,fixed_full_inspection,4,240279,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,3,0,17.6833299540001,15.282012385999906,,,0.0
workshop__F5_POWER_FIRST_THREE_REGIONS__initial_observation_only__r00,workshop,F5_POWER_FIRST_THREE_REGIONS,initial_observation_only,0,240270,4532495142b7a365d8bdba43f1776ab798818a28,IDENTITY_FAILURE,False,UNRESOLVED_IDENTITY_FAILURE,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,1,1,2,2,2,2,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,0,0,17.174080829000104,15.911587887999985,0.11596265899993341,,0.0
workshop__F5_POWER_FIRST_THREE_REGIONS__initial_observation_only__r01,workshop,F5_POWER_FIRST_THREE_REGIONS,initial_observation_only,1,240271,4532495142b7a365d8bdba43f1776ab798818a28,IDENTITY_FAILURE,False,UNRESOLVED_IDENTITY_FAILURE,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,1,1,2,2,2,2,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,0,0,13.306462695999926,11.983752986000127,0.12108587700004136,,0.0
workshop__F5_POWER_FIRST_THREE_REGIONS__initial_observation_only__r02,workshop,F5_POWER_FIRST_THREE_REGIONS,initial_observation_only,2,240272,4532495142b7a365d8bdba43f1776ab798818a28,IDENTITY_FAILURE,False,UNRESOLVED_IDENTITY_FAILURE,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,1,1,2,2,2,2,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,0,0,13.01921755300009,11.78086225900006,0.11937801899989609,,0.0
workshop__F5_POWER_FIRST_THREE_REGIONS__initial_observation_only__r03,workshop,F5_POWER_FIRST_THREE_REGIONS,initial_observation_only,3,240273,4532495142b7a365d8bdba43f1776ab798818a28,IDENTITY_FAILURE,False,UNRESOLVED_IDENTITY_FAILURE,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,1,1,2,2,2,2,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,0,0,11.110074437000094,9.812939323000137,0.15668253300009383,,0.0
workshop__F5_POWER_FIRST_THREE_REGIONS__initial_observation_only__r04,workshop,F5_POWER_FIRST_THREE_REGIONS,initial_observation_only,4,240274,4532495142b7a365d8bdba43f1776ab798818a28,IDENTITY_FAILURE,False,UNRESOLVED_IDENTITY_FAILURE,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,1,1,2,2,2,2,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,0,0,10.258536297999854,9.082479668999667,0.1171077740000328,,0.0
workshop__F6_MANUAL_ONLY__fixed_full_inspection__r00,workshop,F6_MANUAL_ONLY,fixed_full_inspection,0,240285,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,3,0,15.829760613999952,13.186674917999653,,,0.0
workshop__F6_MANUAL_ONLY__fixed_full_inspection__r01,workshop,F6_MANUAL_ONLY,fixed_full_inspection,1,240286,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,3,0,13.174541968000085,10.780261104999909,,,0.0
workshop__F6_MANUAL_ONLY__fixed_full_inspection__r02,workshop,F6_MANUAL_ONLY,fixed_full_inspection,2,240287,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,3,0,14.46690579899996,12.050989348999565,,,0.0
workshop__F6_MANUAL_ONLY__fixed_full_inspection__r03,workshop,F6_MANUAL_ONLY,fixed_full_inspection,3,240288,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,3,0,17.065900766999903,14.56978953099997,,,0.0
workshop__F6_MANUAL_ONLY__fixed_full_inspection__r04,workshop,F6_MANUAL_ONLY,fixed_full_inspection,4,240289,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,3,0,17.13291238199986,14.68850682499965,,,0.0
workshop__F6_MANUAL_ONLY__initial_observation_only__r00,workshop,F6_MANUAL_ONLY,initial_observation_only,0,240280,4532495142b7a365d8bdba43f1776ab798818a28,IDENTITY_FAILURE,False,UNRESOLVED_IDENTITY_FAILURE,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,1,1,2,2,2,2,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,0,0,13.566747387000078,12.323288101999879,0.12005258199997115,,0.0
